TIPLOC	type	_location_	Description	latitude	longitude
SMINSTR	FOI	51.660583,0.835349	SOUTHMINSTER	51.660583	0.835349
DALGETY	FOI	56.042279,-3.367197	DALGETY BAY	56.042279	-3.367197
SEERGRN	FOI	51.609742,-0.607619	SEER GREEN	51.609742	-0.607619
WOFERTN	FOI	52.313868,-2.711079	WOOFFERTON	52.313868	-2.711079
ASHFCEJ	OSM	51.130587,0.900789	Ashford East Junction (Control)	51.130587	0.900789
LLDELOJ	FOI	51.669577,-4.125276	LLANDEILO JN	51.669577	-4.125276
HAMSTED	FOI	52.530878,-1.928698	HAMSTEAD	52.530878	-1.928698
SHTLSTN	FOI	55.853654,-4.159938	SHETTLESTON	55.853654	-4.159938
BTCHWTH	FOI	51.247965,-0.267712	BETCHWORTH	51.247965	-0.267712
WENHX	FOI	51.09481,1.039968	WESTENHANGER CROSSOVERS	51.09481	1.039968
BRFLD	FOI	52.392974,-2.754541	BROMFIELD	52.392974	-2.754541
CHLWTH	FOI	51.215152,-0.524411	CHILWORTH	51.215152	-0.524411
HONYBRN	FOI	52.101535,-1.833436	HONEYBOURNE	52.101535	-1.833436
BHAMSYJ	FOI	52.488471,-1.86544	DUDDESTON JN	52.488471	-1.86544
BLKBDJN	FOI	53.751868,-2.468567	DAISYFIELD JN.	53.751868	-2.468567
SHTT	FOI	55.818742,-3.798547	SHOTTS	55.818742	-3.798547
DRKGW	FOI	51.236208,-0.338833	DORKING WEST	51.236208	-0.338833
RUGLTWN	FOI	52.754582,-1.937017	RUGELEY TOWN	52.754582	-1.937017
EXHIBTC	FOI	55.861535,-4.283396	EXHIBITION CENTRE	55.861535	-4.283396
WMILTON	FOI	51.348384,-2.942815	WESTON MILTON	51.348384	-2.942815
MOSENDS	FOI	55.814576,-3.994619	MOSSEND SOUTH JN	55.814576	-3.994619
FITZWLM	FOI	53.632545,-1.374545	FITZWILLIAM	53.632545	-1.374545
DEGANWY	FOI	53.294518,-3.833001	DEGANWY	53.294518	-3.833001
LEAHALL	FOI	52.480552,-1.786174	LEA HALL	52.480552	-1.786174
PERSHOR	FOI	52.130679,-2.072107	PERSHORE	52.130679	-2.072107
HUNGRFD	FOI	51.414689,-1.511441	HUNGERFORD	51.414689	-1.511441
WONNAZE	FOI	51.846192,1.267744	WALTON-ON-THE-NAZE	51.846192	1.267744
SLCT	FOI	55.633891,-4.784641	SALTCOATS	55.633891	-4.784641
ARDRSSB	FOI	55.641381,-4.801129	ARDROSSAN SOUTH BEACH	55.641381	-4.801129
REDCARC	FOI	54.615984,-1.069913	REDCAR CENTRAL	54.615984	-1.069913
OXFDWRJ	OSM	51.790047,-1.28062	Woodstock Road Junction	51.790047	-1.28062
GLNRTHS	FOI	56.162284,-3.142997	GLENROTHES WITH THORNTON	56.162284	-3.142997
BRIDGTN	FOI	55.848667,-4.2254	BRIDGETON	55.848667	-4.2254
PINHOE	BPLAN	50.73814,-3.469528	Pinhoe	50.73814	-3.469528
GSCGNWJ	FOI	53.779201,-1.217411	GASCOIGNE WOOD JN.	53.779201	-1.217411
CNST	FOI	56.500602,-2.705821	CARNOUSTIE	56.500602	-2.705821
NRTNJN	FOI	52.156962,-2.172	NORTON JN	52.156962	-2.172
FALKRKH	FOI	55.991599,-3.79217	FALKIRK HIGH	55.991599	-3.79217
CHUNCTR	FOI	51.088329,1.129393	EUROTUNNEL BOUNDARY (CTRL)	51.088329	1.129393
OLTON	FOI	52.438573,-1.804515	OLTON	52.438573	-1.804515
PONTYPL	FOI	51.69733,-3.01347	PONTYPOOL AND NEW INN	51.69733	-3.01347
EPSDNS	FOI	51.324075,-0.238552	EPSOM DOWNS	51.324075	-0.238552
HONITON	FOI	50.796648,-3.187074	HONITON	50.796648	-3.187074
ACOCKSG	FOI	52.449366,-1.818872	ACOCKS GREEN	52.449366	-1.818872
BOSHAM	FOI	50.842749,-0.84682	BOSHAM	50.842749	-0.84682
KGHN	FOI	56.068854,-3.174734	KINGHORN	56.068854	-3.174734
HAZLGHJ	FOI	53.374497,-2.109866	HAZEL GROVE H.L.JN	53.374497	-2.109866
BLOXN	FOI	52.625264,-2.017537	BLOXWICH NORTH	52.625264	-2.017537
LNDYW	FOI	52.657069,-2.020728	LANDYWOOD	52.657069	-2.020728
AXMNSTR	FOI	50.77917,-3.004763	AXMINSTER	50.77917	-3.004763
CNCK	FOI	52.686114,-2.022369	CANNOCK	52.686114	-2.022369
LVNSTNN	FOI	55.901739,-3.543117	LIVINGSTON NORTH	55.901739	-3.543117
CRKRN	FOI	50.87364,-2.778796	CREWKERNE	50.87364	-2.778796
PTFTMHL	FOI	53.698814,-1.304071	PONTEFRACT MONKHILL	53.698814	-1.304071
ABDO	BPLAN	56.045942,-3.302709	Aberdour	56.045942	-3.302709
MNKRISB	FOI	51.735877,-0.829302	MONKS RISBOROUGH	51.735877	-0.829302
SOHOEJ	FOI	52.496463,-1.942835	SOHO EAST JN	52.496463	-1.942835
MNTGLDJ	FOI	50.377696,-4.108109	MOUNT GOULD JN	50.377696	-4.108109
BRAINTR	FOI	51.875321,0.557366	BRAINTREE	51.875321	0.557366
PRYBRWJ	FOI	52.516611,-1.915561	PERRY BARR WEST JN	52.516611	-1.915561
OUTWOOD	FOI	53.715438,-1.510383	OUTWOOD	53.715438	-1.510383
HOLYTNJ	FOI	55.810414,-3.967914	HOLYTOWN JN	55.810414	-3.967914
PLNEJT	FOI	52.522747,-1.774562	PARK LANE JN WEST MIDS	52.522747	-1.774562
STWTJN	FOI	51.475937,-0.142708	STEWARTS LANE JN	51.475937	-0.142708
YOVILPM	FOI	50.944482,-2.6131	YEOVIL PEN MILL	50.944482	-2.6131
HAMBLWJ	FOI	53.777437,-1.174075	HAMBLETON WEST JN.	53.777437	-1.174075
ALBNHRC	NaPTAN_MAP	51.438261,0.132055	Albany Park - Hurst Road/Valentine Avenue	51.438261	0.132055
DAVNPRT	FOI	53.390613,-2.151904	DAVENPORT	53.390613	-2.151904
SEAFORD	FOI	50.77294,0.09967	SEAFORD	50.77294	0.09967
CANTNCS	FOI	51.474392,-3.193932	CARDIFF CANTON SIDINGS	51.474392	-3.193932
MOLEJN	FOI	51.828161,-0.098459	MOLEWOOD JUNCTION	51.828161	-0.098459
GTSHDMC	FOI	54.958899,-1.665016	METROCENTRE	54.958899	-1.665016
NCRAGHA	FOI	55.932977,-3.090695	NEWCRAIGHALL	55.932977	-3.090695
WMOR	FOI	53.386113,-2.141213	WOODSMOOR	53.386113	-2.141213
WVRMSRJ	FOI	52.601844,-2.132428	STAFFORD ROAD JN WVRMPTN	52.601844	-2.132428
KNTBRY	FOI	51.403662,-1.461329	KINTBURY	51.403662	-1.461329
EDINAIR	NaPTAN_MAP	55.947619,-3.360512	Edinburgh Airport	55.947619	-3.360512
EGRFRTH	FOI	53.792224,-1.371505	EAST GARFORTH	53.792224	-1.371505
SABR	FOI	53.663041,-1.481359	SANDAL & AGBRIGG	53.663041	-1.481359
MOSENDW	FOI	55.817791,-4.004664	MOSSEND WEST JN	55.817791	-4.004664
NRMNSBY	FOI	50.825965,0.389156	NORMANS BAY	50.825965	0.389156
TIPTON	FOI	52.530638,-2.066011	TIPTON	52.530638	-2.066011
NTHWICH	FOI	53.261297,-2.496855	NORTHWICH	53.261297	-2.496855
GLAZBKE	FOI	53.429839,-2.453262	GLAZEBROOK EAST JN & SDGS	53.429839	-2.453262
GNHLUJN	FOI	55.986162,-3.900206	GREENHILL UPPER JN	55.986162	-3.900206
SLTHWTE	FOI	53.62372,-1.881655	SLAITHWAITE	53.62372	-1.881655
CBGH	FOI	51.04617,0.187703	CROWBOROUGH	51.04617	0.187703
CBRK	FOI	50.749689,-3.422303	CRANBROOK	50.749689	-3.422303
MOSSLEY	FOI	53.514887,-2.041508	MOSSLEY (GRTR MANCHESTER)	53.514887	-2.041508
WRBLNGT	FOI	50.853468,-0.966815	WARBLINGTON	50.853468	-0.966815
DULNGHM	FOI	52.201566,0.365898	DULLINGHAM	52.201566	0.365898
AYRR	FOI	55.458234,-4.625723	AYR	55.458234	-4.625723
STVNSTN	FOI	55.634276,-4.750074	STEVENSTON	55.634276	-4.750074
BEVERLY	FOI	53.842316,-0.422887	BEVERLEY	53.842316	-0.422887
TONBULP	FOI	51.191703,0.26698	TONBRIDGE UP LOOP	51.191703	0.26698
STRBDG1	FOI	52.450444,-2.134268	STOURBRIDGE JN (TOWN PLAT)	52.450444	-2.134268
STRBDGT	FOI	52.455703,-2.141995	STOURBRIDGE TOWN	52.455703	-2.141995
MIRFILD	FOI	53.671545,-1.693331	MIRFIELD	53.671545	-1.693331
GUSBROJ	FOI	54.57765,-1.227829	GUISBOROUGH JN	54.57765	-1.227829
WDEN	FOI	53.696456,-2.104692	WALSDEN	53.696456	-2.104692
SYSTNNJ	FOI	52.700946,-1.085202	SYSTON NORTH JN	52.700946	-1.085202
DONCDSJ	FOI	53.498415,-1.105186	DONCASTER DECOY SOUTH JCN	53.498415	-1.105186
WHLE	FOI	52.391929,-1.851406	WHITLOCKS END	52.391929	-1.851406
PLKSHWW	FOI	55.823902,-4.30137	POLLOKSHAWS WEST	55.823902	-4.30137
GRNGMTJ	FOI	56.001423,-3.775914	GRANGEMOUTH JN	56.001423	-3.775914
STRUMLC	FOI	51.718822,-2.166219	ST. MARY'S LEVEL CROSSING	51.718822	-2.166219
ASHFKDY	FOI	51.141525,0.879579	ASHFORD DOWN YARD	51.141525	0.879579
BISHPTN	FOI	55.902328,-4.500811	BISHOPTON	55.902328	-4.500811
BOWERRL	FOI	51.610113,-0.117825	BOWES PARK R.R.L.	51.610113	-0.117825
CTTGHM	FOI	53.781285,-0.406205	COTTINGHAM	53.781285	-0.406205
HAMBLEJ	FOI	53.776463,-1.146643	HAMBLETON EAST JN	53.776463	-1.146643
SDONLY	FOI	51.569989,-1.803439	SWINDON LOCO YARD	51.569989	-1.803439
CLHM	FOI	53.144195,-0.749763	COLLINGHAM	53.144195	-0.749763
DRMGLCH	FOI	55.866085,-3.953965	DRUMGELLOCH	55.866085	-3.953965
FROME	FOI	51.227458,-2.309955	FROME	51.227458	-2.309955
HOWOOD	FOI	55.810678,-4.562251	HOWWOOD	55.810678	-4.562251
HRLSCTX	FOI	52.737923,-2.728553	HARLESCOTT X	52.737923	-2.728553
CRMRSEJ	FOI	56.007946,-3.828246	CARMUIRS EAST JN	56.007946	-3.828246
PTGLSGW	FOI	55.933378,-4.689864	PORT GLASGOW	55.933378	-4.689864
TORRE	FOI	50.472838,-3.546278	TORRE	50.472838	-3.546278
DNFRMLE	FOI	56.068203,-3.452095	DUNFERMLINE TOWN	56.068203	-3.452095
BRLANDS	FOI	51.398966,-0.281579	BERRYLANDS	51.398966	-0.281579
HRNBPK	FOI	53.979976,-1.527034	HORNBEAM PARK	53.979976	-1.527034
AIRP	FOI	55.019807,-1.695522	AIRPORT (NEWCASTLE)	55.019807	-1.695522
CWDNBTH	FOI	56.111983,-3.343102	COWDENBEATH	56.111983	-3.343102
FLXSNFL	FOI	51.963289,1.308933	FELIXSTOWE NORTH F.L.T.	51.963289	1.308933
PNWTHRJ	FOI	50.259213,-5.073075	PENWITHERS JN	50.259213	-5.073075
WOLSTON	FOI	50.899012,-1.377099	WOOLSTON	50.899012	-1.377099
SNDP	FOI	51.413539,0.021335	SUNDRIDGE PARK	51.413539	0.021335
SOMEGF	FOI	51.05264,-2.733573	SOMERTON GROUND FRAME	51.05264	-2.733573
ATHLNEY	FOI	51.053468,-2.94172	ATHELNEY CROSSING	51.053468	-2.94172
LUTNAIR	BPLAN	51.88138,-0.41493	Luton Airport	51.88138	-0.41493
ALTRNHM	FOI	53.387813,-2.34707	ALTRINCHAM	53.387813	-2.34707
NWRKCEJ	FOI	53.091713,-0.803983	NEWARK CROSSING EAST JN	53.091713	-0.803983
ACHNGRY	FOI	55.775245,-3.607339	AUCHENGRAY	55.775245	-3.607339
CRSTRSE	FOI	55.692389,-3.653512	CARSTAIRS EAST JN	55.692389	-3.653512
HATHRSG	FOI	53.32579,-1.651914	HATHERSAGE	53.32579	-1.651914
BANGOR	FOI	53.222713,-4.135871	BANGOR (GWYNEDD)	53.222713	-4.135871
IMNGHRJ	FOI	53.633563,-0.229995	HUMBER ROAD JN	53.633563	-0.229995
DOLMORS	FOI	51.091217,1.088809	DOLLANDS MOOR SDGS	51.091217	1.088809
KLYNN	BPLAN	52.754108,0.404924	Kings Lynn	52.754108	0.404924
WARGRAV	FOI	51.49814,-0.87656	WARGRAVE	51.49814	-0.87656
CLARBRD	FOI	51.851797,-4.88251	CLARBESTON ROAD	51.851797	-4.88251
HALE	FOI	53.378832,-2.347508	HALE	53.378832	-2.347508
MOBERLY	FOI	53.329218,-2.333666	MOBBERLEY	53.329218	-2.333666
MALTON	FOI	54.131894,-0.797135	MALTON	54.131894	-0.797135
SHPLAKE	FOI	51.510817,-0.882113	SHIPLAKE	51.510817	-0.882113
BARGOED	FOI	51.692595,-3.229687	BARGOED	51.692595	-3.229687
WALTONJ	FOI	53.455117,-2.966852	WALTON JN	53.455117	-2.966852
NAVGTNR	FOI	53.395797,-2.343255	NAVIGATION ROAD	53.395797	-2.343255
WRGTWOJ	FOI	53.374742,-2.60449	WALTON OLD JN.	53.374742	-2.60449
MRSD	FOI	53.516351,-2.352705	MOORSIDE	53.516351	-2.352705
MLSHILL	FOI	53.550715,-2.17148	MILLS HILL	53.550715	-2.17148
MWRWSTN	NaPTAN	51.610102,-0.050898	Meridian Water Rail Station	51.610102	-0.050898
PYLE	FOI	51.525369,-3.69775	PYLE	51.525369	-3.69775
SWYTHLN	FOI	50.941102,-1.376509	SWAYTHLING	50.941102	-1.376509
TOPSHAM	FOI	50.685585,-3.463681	TOPSHAM	50.685585	-3.463681
WILMCOT	FOI	52.222529,-1.75575	WILMCOTE	52.222529	-1.75575
HYDEJ	FOI	53.466406,-2.086605	HYDE JN	53.466406	-2.086605
TMWTHLL	FOI	52.6375,-1.686553	TAMWORTH LOW LEVEL	52.6375	-1.686553
LTLSUTN	FOI	53.285292,-2.942822	LITTLE SUTTON	53.285292	-2.942822
OPOL	FOI	53.284066,-2.924946	OVERPOOL	53.284066	-2.924946
ALTON	FOI	51.151869,-0.967044	ALTON	51.151869	-0.967044
BRAMPTN	FOI	52.395437,1.543679	BRAMPTON (SUFFOLK)	52.395437	1.543679
CRSMYLF	FOI	55.833615,-4.285128	CROSSMYLOOF	55.833615	-4.285128
BRFRY	FOI	56.46763,-2.873893	BROUGHTY FERRY	56.46763	-2.873893
BUXTNO1	FOI	53.263018,-1.909216	BUXTON S.B.	53.263018	-1.909216
NEWBRYR	FOI	51.398661,-1.307049	NEWBURY RACECOURSE	51.398661	-1.307049
RDLEY	FOI	51.685529,-1.240276	RADLEY	51.685529	-1.240276
THRNTNJ	FOI	56.16905,-3.128285	THORNTON NORTH JN	56.16905	-3.128285
WHISTON	FOI	53.413903,-2.796417	WHISTON	53.413903	-2.796417
CARDFBR	FOI	51.467579,-3.166876	CARDIFF BAY	51.467579	-3.166876
WROXHAM	FOI	52.715414,1.408103	HOVETON & WROXHAM	52.715414	1.408103
CMER	FOI	52.930041,1.29108	CROMER	52.930041	1.29108
CSTL	FOI	53.592394,-2.177934	CASTLETON	53.592394	-2.177934
BXTD	FOI	50.990225,0.13152	BUXTED	50.990225	0.13152
EDNT	FOI	51.200233,0.067209	EDENBRIDGE TOWN	51.200233	0.067209
DRIFILD	FOI	54.001711,-0.434338	DRIFFIELD	54.001711	-0.434338
NRCHTMD	FOI	52.62248,1.317581	NORWICH C.PT. T.&R.S.M.D	52.62248	1.317581
DIGBY	FOI	50.714212,-3.473596	DIGBY & SOWTON	50.714212	-3.473596
ELSC	FOI	53.498551,-1.427727	ELSECAR	53.498551	-1.427727
WOMBWEL	FOI	53.517444,-1.416297	WOMBWELL	53.517444	-1.416297
WTRORWJ	FOI	52.518552,-1.753907	WATER ORTON WEST JN	52.518552	-1.753907
CHPLTWN	FOI	53.462479,-1.466409	CHAPELTOWN	53.462479	-1.466409
LGRN	FOI	52.493456,-2.00545	LANGLEY GREEN	52.493456	-2.00545
LYMPSTN	FOI	50.6483,-3.431049	LYMPSTONE VILLAGE	50.6483	-3.431049
MIKLTRF	FOI	53.216685,-2.832035	MICKLE TRAFFORD	53.216685	-2.832035
NINIANP	FOI	51.47638,-3.200939	NINIAN PARK	51.47638	-3.200939
LAYTON	FOI	53.834938,-3.030575	LAYTON	53.834938	-3.030575
WORCPHL	NaPTAN_MAP	52.156046,-2.160025	Worcestershire Parkway Rail Station HL	52.156046	-2.160025
WSTHOTN	FOI	53.555814,-2.523351	WESTHOUGHTON	53.555814	-2.523351
NWALSHM	FOI	52.816983,1.384462	NORTH WALSHAM	52.816983	1.384462
HARWICH	FOI	51.944054,1.286355	HARWICH TOWN	51.944054	1.286355
LOWMOOR	NaPTAN	53.749927,-1.753404	Low Moor Rail Station	53.749927	-1.753404
FERYBDG	FOI	53.711876,-1.271129	FERRYBRIDGE NORTH JN	53.711876	-1.271129
ALDMSTN	FOI	51.40225,-1.13647	ALDERMASTON	51.40225	-1.13647
CARBISB	FOI	50.197097,-5.463715	CARBIS BAY	50.197097	-5.463715
GRTLNDJ	FOI	53.693811,-1.857591	GREETLAND JN	53.693811	-1.857591
MOSENDE	FOI	55.816992,-3.987448	MOSSEND EAST JN	55.816992	-3.987448
LSTHJN	FOI	53.725744,-2.681157	LOSTOCK HALL JN	53.725744	-2.681157
MSTN	FOI	53.523275,-2.171067	MOSTON	53.523275	-2.171067
BRLYWJN	FOI	53.690695,-1.749494	BRADLEY WOOD JN	53.690695	-1.749494
MIDGHAM	FOI	51.396087,-1.178485	MIDGHAM	51.396087	-1.178485
NWCOURT	FOI	50.70345,-3.472635	NEWCOURT	50.70345	-3.472635
PELAWMJ	FOI	54.953679,-1.531837	PELAW METRO JUNCTION	54.953679	-1.531837
GTHMNBJ	FOI	52.915106,-0.648367	NOTTINGHAM BRANCH JN	52.915106	-0.648367
EDALE16	OSM	53.363766,-1.821022	Edale Signal EE16	53.363766	-1.821022
STRINES	FOI	53.374759,-2.0336	STRINES	53.374759	-2.0336
STANBUS	OSM	51.889057,0.264091	Stansted Airport Coach Station	51.889057	0.264091
ULVRSTN	FOI	54.191702,-3.097673	ULVERSTON	54.191702	-3.097673
DRCHW	FOI	50.710682,-2.44251	DORCHESTER WEST	50.710682	-2.44251
GOVS	FOI	54.195666,-2.902853	GRANGE-OVER-SANDS	54.195666	-2.902853
MFDB	FOI	52.790353,-2.037385	MILFORD AND BROCTON	52.790353	-2.037385
SHOTTON	FOI	53.214018,-3.037966	SHOTTON	53.214018	-3.037966
TISBRYL	FOI	51.062652,-2.075666	TISBURY LOOP	51.062652	-2.075666
BLRD	FOI	53.591186,-2.569822	BLACKROD	53.591186	-2.569822
MYTHLMR	FOI	53.729055,-1.981774	MYTHOLMROYD	53.729055	-1.981774
WCHR	FOI	52.968067,-2.671698	WHITCHURCH (SHROPSHIRE)	52.968067	-2.671698
ARNSIDE	FOI	54.202486,-2.828007	ARNSIDE	54.202486	-2.828007
FSHBORN	FOI	50.839099,-0.815537	FISHBOURNE (SUSSEX)	50.839099	-0.815537
BARASIJ	FOI	55.560152,-4.650998	BARASSIE JN	55.560152	-4.650998
BLAIRHL	FOI	55.866462,-4.043067	BLAIRHILL	55.866462	-4.043067
HCRT	FOI	51.401606,-0.342509	HAMPTON COURT	51.401606	-0.342509
BAROW	FOI	54.119063,-3.225954	BARROW-IN-FURNESS	54.119063	-3.225954
ADNL	FOI	53.612868,-2.602567	ADLINGTON (LANCASHIRE)	53.612868	-2.602567
BRHOUSE	FOI	53.698387,-1.780604	BRIGHOUSE	53.698387	-1.780604
NUTBORN	FOI	50.84613,-0.883825	NUTBOURNE	50.84613	-0.883825
RDNGTCD	FOI	51.459868,-0.986895	READING TRAINCARE DEPOT	51.459868	-0.986895
ARGYLST	FOI	55.857592,-4.250119	ARGYLE STREET	55.857592	-4.250119
ANDRSTN	FOI	55.859792,-4.270765	ANDERSTON	55.859792	-4.270765
BOUTHMJ	FOI	53.227013,-0.562241	BOULTHAM JN	53.227013	-0.562241
COATDYK	FOI	55.864316,-4.004695	COATDYKE	55.864316	-4.004695
HOWDEN	FOI	53.764827,-0.861416	HOWDEN	53.764827	-0.861416
SLEFD	FOI	52.995422,-0.410036	SLEAFORD	52.995422	-0.410036
STHH	FOI	54.904153,-1.447948	SOUTH HYLTON	54.904153	-1.447948
CMBRNLD	FOI	55.941908,-3.98028	CUMBERNAULD	55.941908	-3.98028
DURSLEY	FOI	51.717617,-2.359198	CAM & DURSLEY	51.717617	-2.359198
CCRT	FOI	55.817702,-4.260554	CATHCART	55.817702	-4.260554
BLTRNAB	FOI	51.204672,0.403451	BELTRING	51.204672	0.403451
BTLSBDG	FOI	51.625029,0.565788	BATTLESBRIDGE	51.625029	0.565788
CHSTRNJ	FOI	53.204658,-2.889264	CHESTER NORTH JN.	53.204658	-2.889264
HRTLEPL	FOI	54.686843,-1.207221	HARTLEPOOL	54.686843	-1.207221
YALDING	FOI	51.226715,0.412191	YALDING	51.226715	0.412191
HAMLTNC	FOI	55.773189,-4.03855	HAMILTON CENTRAL	55.773189	-4.03855
SHIFNAL	FOI	52.665989,-2.371676	SHIFNAL	52.665989	-2.371676
WHHSJN	FOI	52.794127,-2.063993	WHITEHOUSE JN	52.794127	-2.063993
ELDRSLI	FOI	55.838773,-4.474158	ELDERSLIE	55.838773	-4.474158
NETLEY	FOI	50.875159,-1.341928	NETLEY	50.875159	-1.341928
THRNTSJ	FOI	56.162243,-3.143527	THORNTON SOUTH JN	56.162243	-3.143527
CDON	FOI	52.852567,-1.333448	CASTLE DONINGTON	52.852567	-1.333448
CODSALL	FOI	52.627466,-2.202118	CODSALL	52.627466	-2.202118
GSCD	FOI	55.887391,-4.363883	GARSCADDEN	55.887391	-4.363883
MOSENDN	FOI	55.821161,-3.996393	MOSSEND NORTH JN	55.821161	-3.996393
BRLEYPK	FOI	53.812182,-1.577979	BURLEY PARK	53.812182	-1.577979
HEDNGLY	FOI	53.817926,-1.593809	HEADINGLEY	53.817926	-1.593809
LYEE	FOI	52.459911,-2.116282	LYE	52.459911	-2.116282
CLFFD12	FOI	51.443482,0.473565	CLIFFE SIGNAL NK509	51.443482	0.473565
CNTY	FOI	55.854884,-4.179388	CARNTYNE	55.854884	-4.179388
OLHL	FOI	52.470815,-2.056367	OLD HILL	52.470815	-2.056367
PANNAL	FOI	53.958312,-1.532949	PANNAL	53.958312	-1.532949
PEWSEY	FOI	51.342254,-1.770632	PEWSEY	51.342254	-1.770632
CDND	FOI	56.141211,-3.260562	CARDENDEN	56.141211	-3.260562
HENWICK	FOI	52.190638,-2.235866	HENWICK	52.190638	-2.235866
DERB018	OSM	52.047485,1.188566	LEVINGTON SIGNAL FW9018	52.047485	1.188566
HBRY	FOI	52.33426,-2.221	HARTLEBURY	52.33426	-2.221
TRIM024	OSM	51.988215,1.303607	LEVINGTON SIGNAL FW9024	51.988215	1.303607
ESHS	FOI	55.859847,-4.107053	EASTERHOUSE	55.859847	-4.107053
WEETON	FOI	53.923213,-1.581276	WEETON	53.923213	-1.581276
GARROWH	FOI	55.855311,-4.129353	GARROWHILL	55.855311	-4.129353
MADEJN	FOI	52.673329,-2.416328	MADELEY JN (SALOP)	52.673329	-2.416328
GRAIN	FOI	51.443606,0.684496	GRAIN	51.443606	0.684496
GNHLLJN	FOI	55.990601,-3.887919	GREENHILL LOWER JN	55.990601	-3.887919
CRMRSWJ	FOI	56.004712,-3.837813	CARMUIRS WEST JN	56.004712	-3.837813
SUDBURY	FOI	52.036247,0.735165	SUDBURY	52.036247	0.735165
HEVER	FOI	51.181416,0.094698	HEVER	51.181416	0.094698
DLMRNOK	FOI	55.842025,-4.217466	DALMARNOCK	55.842025	-4.217466
MLTNS54	OSM	52.761907,-0.819461	Melton Mowbray Signal MN54	52.761907	-0.819461
SPRNGBN	FOI	55.88164,-4.22951	SPRINGBURN	55.88164	-4.22951
CARFIN	FOI	55.807683,-3.956	CARFIN	55.807683	-3.956
LMTNTWN	FOI	50.760991,-1.537076	LYMINGTON TOWN	50.760991	-1.537076
SMLHTH	FOI	52.463318,-1.858482	SMALL HEATH	52.463318	-1.858482
TRNRSLA	FOI	53.681656,-1.473273	TURNERS LANE JN.	53.681656	-1.473273
WCROYTB	FOI	51.378938,-0.10199	WEST CROYDON TURNBACK	51.378938	-0.10199
ABGLELE	FOI	53.294928,-3.58214	ABERGELE & PENSARN	53.294928	-3.58214
BRSCGHB	FOI	53.60542,-2.841699	BURSCOUGH BRIDGE	53.60542	-2.841699
MEOLSCP	FOI	53.645898,-2.975114	MEOLS COP	53.645898	-2.975114
PARBOLD	FOI	53.590892,-2.771355	PARBOLD	53.590892	-2.771355
RTFDLL	FOI	53.313874,-0.944628	RETFORD LOW LEVEL	53.313874	-0.944628
HELIFLD	FOI	54.010458,-2.226957	HELLIFIELD	54.010458	-2.226957
MOTFONT	FOI	51.033824,-1.546772	MOTTISFONT & DUNBRIDGE	51.033824	-1.546772
CANT637	FOI	51.475928,-3.18876	CANTON SIGNAL C637	51.475928	-3.18876
CSFD	FOI	50.983447,-1.384903	CHANDLERS FORD	50.983447	-1.384903
ERLES31	OSM	53.354316,-1.742331	Earles Sidings Signal ES31	53.354316	-1.742331
LRNCKRK	FOI	56.839212,-2.460798	LAURENCEKIRK	56.839212	-2.460798
PAIGNTN	FOI	50.434202,-3.565056	PAIGNTON	50.434202	-3.565056
RUNCRNE	FOI	53.327828,-2.665626	RUNCORN EAST	53.327828	-2.665626
SKELTNB	FOI	53.990793,-1.139065	SKELTON BRIDGE JN.	53.990793	-1.139065
YORKYSJ	FOI	53.956644,-1.099307	YORK YARD SOUTH JN	53.956644	-1.099307
YARMTH	FOI	52.612572,1.720582	GREAT YARMOUTH	52.612572	1.720582
BARASIE	FOI	55.560938,-4.651257	BARASSIE	55.560938	-4.651257
LWERXSG	FOI	51.579956,-2.903194	LLANWERN EXCHANGE SDGS	51.579956	-2.903194
OULTBNJ	FOI	52.477816,1.719045	OULTON BROAD NORTH JN	52.477816	1.719045
ASHONUL	FOI	53.491173,-2.093573	ASHTON-UNDER-LYNE	53.491173	-2.093573
BITERNE	FOI	50.918572,-1.377393	BITTERNE	50.918572	-1.377393
BURSLDN	FOI	50.8834,-1.305235	BURSLEDON	50.8834	-1.305235
SHOLING	FOI	50.896561,-1.364477	SHOLING	50.896561	-1.364477
IRLAM	FOI	53.434202,-2.432853	IRLAM	53.434202	-2.432853
KNTNGEJ	FOI	53.705816,-1.243269	KNOTTINGLEY EAST JN	53.705816	-1.243269
PBROEFL	FOI	52.583461,-0.255344	P'BORO EASTFIELD JN.	52.583461	-0.255344
PORH	FOI	51.612352,-3.407443	PORTH	51.612352	-3.407443
YTRHOND	FOI	51.643557,-3.46674	YSTRAD RHONDDA	51.643557	-3.46674
LDBURY	FOI	52.045232,-2.425554	LEDBURY	52.045232	-2.425554
HMBLE	FOI	50.871254,-1.328837	HAMBLE	50.871254	-1.328837
FLKLJN	FOI	55.481522,-4.625374	FALKLAND JN	55.481522	-4.625374
NWLANSB	FOI	52.146308,-2.301978	NEWLAND EAST SIGNAL BOX	52.146308	-2.301978
ALXNJTC	FOI	51.574506,-3.008137	ALEXANDRA DOCK JN. T.C.	51.574506	-3.008137
NTHOLTP	FOI	51.557474,-0.35941	NORTHOLT PARK	51.557474	-0.35941
CLELAND	FOI	55.804418,-3.910488	CLELAND	55.804418	-3.910488
SMRLYTN	FOI	52.510312,1.651899	SOMERLEYTON	52.510312	1.651899
HRTW	FOI	55.811215,-3.838974	HARTWOOD	55.811215	-3.838974
SCTSTNH	FOI	55.884904,-4.352506	SCOTSTOUNHILL	55.884904	-4.352506
